sale_id,sale_date,store_id,store_name,customer_id,channel,payment_method,product_id,barcode,quantity,unit_price_aed,discount_pct,promo_id,revenue_aed,cost_aed,gross_profit_aed
T007871,2025-11-12,S001,JVC Branch,C01143,InStore,Apple Pay,P0157,8274225790509,1,128.13,0.0,,128.13,77.61,50.52
T007872,2025-10-30,S003,Al Barsha Branch,C01360,InStore,Card,P0246,5775949299550,6,11.98,0.0,,71.88,41.7,30.18
T007873,2025-10-18,S004,Marina Branch,C03521,Online,Google Pay,P0138,862118233981,1,12.03,0.0,,12.03,9.22,2.81
T007874,2025-12-03,S004,Marina Branch,C03076,InStore,Card,P0276,6996112535544,1,15.83,0.0,,15.83,12.83,3.0
T007875,2025-11-06,S002,Dubai Hills Branch,C01949,InStore,Apple Pay,P0183,32365199419,6,9.26,0.0,,55.56,32.28,23.28
T007876,2025-12-21,S004,Marina Branch,C00659,Online,Google Pay,P0250,8272299275038,6,15.51,0.0,,93.06,74.88,18.18
T007877,2025-12-24,S003,Al Barsha Branch,C02605,InStore,Cash,P0039,3634957885686,3,8.46,0.0,,25.38,17.37,8.01
T007878,2025-11-12,S001,JVC Branch,C03817,Delivery,Apple Pay,P0256,5799136621030,2,10.22,0.1,PR0070,20.44,16.74,3.7
T007879,2025-11-17,S003,Al Barsha Branch,C03927,Online,Card,P0198,6256527047743,4,14.21,0.0,,56.84,46.52,10.32
T007880,2025-12-01,S001,JVC Branch,C00713,InStore,Google Pay,P0044,2812067974037,5,12.12,0.0,,60.6,38.15,22.45
T007881,2025-11-29,S003,Al Barsha Branch,C01719,Delivery,Card,P0048,2567468071549,5,19.49,0.0,,97.45,65.55,31.9
T007882,2025-11-20,S002,Dubai Hills Branch,C00612,Online,Apple Pay,P0279,2820055778482,2,12.42,0.1,PR0011,24.84,21.28,3.56
T007883,2025-12-20,S005,Deira Branch,C03013,Delivery,Card,P0009,4303911718221,5,11.42,0.0,,57.1,39.75,17.35
T007884,2025-10-19,S002,Dubai Hills Branch,C00490,Online,Cash,P0125,8740640391060,1,33.29,0.0,,33.29,19.63,13.66
T007885,2025-11-28,S002,Dubai Hills Branch,C03699,InStore,Google Pay,P0081,9807935978203,4,9.98,0.2,PR0058,39.92,36.64,3.28
T007886,2026-01-04,S004,Marina Branch,C03984,Delivery,Card,P0194,6586179327109,6,8.71,0.0,,52.26,43.92,8.34
T007887,2025-11-18,S003,Al Barsha Branch,C01231,Delivery,Google Pay,P0250,8272299275038,6,15.51,0.0,,93.06,74.88,18.18
T007888,2026-01-08,S003,Al Barsha Branch,C00285,InStore,Card,P0095,7652775841611,5,11.74,0.0,,58.7,34.5,24.2
T007889,2025-12-03,S001,JVC Branch,C02841,Online,Google Pay,P0112,6940974993097,1,26.86,0.0,,26.86,21.35,5.51
T007890,2025-10-31,S002,Dubai Hills Branch,C01586,Online,Apple Pay,P0295,1228685289759,6,12.97,0.15,PR0021,77.82,68.88,8.94
T007891,2025-12-10,S005,Deira Branch,C01146,Online,Apple Pay,P0232,4858333945224,2,14.52,0.0,,29.04,22.98,6.06
T007892,2025-12-21,S003,Al Barsha Branch,C03279,Delivery,Cash,P0271,5594284347951,1,42.65,0.05,PR0002,42.65,24.85,17.8
T007893,2025-11-30,S002,Dubai Hills Branch,C02063,Delivery,Google Pay,P0117,833016571208,5,13.3,0.0,,66.5,48.85,17.65
T007894,2025-12-04,S002,Dubai Hills Branch,C02847,Online,Apple Pay,P0061,4517123685169,2,11.38,0.0,,22.76,14.28,8.48
T007895,2025-11-09,S001,JVC Branch,C02482,InStore,Google Pay,P0108,47974801622,4,14.31,0.0,,57.24,48.08,9.16
T007896,2025-11-09,S003,Al Barsha Branch,C00964,Delivery,Google Pay,P0212,6554947170998,1,94.27,0.05,PR0023,94.27,61.19,33.08
T007897,2025-12-22,S002,Dubai Hills Branch,C03998,Online,Apple Pay,P0031,6688937346701,5,9.82,0.1,PR0056,49.1,37.8,11.3
T007898,2025-12-19,S005,Deira Branch,C03377,Online,Cash,P0069,7896118367363,1,52.98,0.3,PR0080,52.98,50.27,2.71
T007899,2025-12-28,S001,JVC Branch,C03348,Online,Card,P0015,8820812191367,4,7.36,0.0,,29.44,22.8,6.64
T007900,2025-11-30,S002,Dubai Hills Branch,C03229,InStore,Card,P0115,4375758441983,4,9.44,0.25,PR0043,37.76,36.12,1.64
T007901,2025-10-26,S001,JVC Branch,C02084,Online,Cash,P0247,4525777547818,1,11.4,0.0,,11.4,7.34,4.06
T007902,2025-10-17,S001,JVC Branch,C00574,InStore,Card,P0008,8281489325286,1,17.61,0.0,,17.61,10.52,7.09
T007903,2025-12-01,S001,JVC Branch,C02220,Delivery,Card,P0198,6256527047743,2,12.79,0.1,PR0006,25.58,23.26,2.32
T007904,2025-12-01,S005,Deira Branch,C00202,Delivery,Cash,P0281,5478077406493,4,14.01,0.0,,56.04,31.0,25.04
T007905,2025-12-10,S003,Al Barsha Branch,C03424,InStore,Cash,P0062,9651370985933,4,10.1,0.2,PR0015,40.4,29.64,10.76
T007906,2025-12-16,S003,Al Barsha Branch,C03674,Delivery,Cash,P0206,1035797279857,5,7.76,0.2,PR0046,38.8,32.05,6.75
T007907,2025-12-18,S001,JVC Branch,C03239,Online,Google Pay,P0293,371705865097,2,10.95,0.0,,21.9,12.36,9.54
T007908,2025-10-24,S003,Al Barsha Branch,C02175,Delivery,Apple Pay,P0289,7306524077843,6,14.86,0.0,,89.16,55.26,33.9
T007909,2025-12-10,S004,Marina Branch,C01740,InStore,Card,P0062,9651370985933,1,11.36,0.1,PR0016,11.36,7.41,3.95
T007910,2025-10-23,S003,Al Barsha Branch,C00064,Online,Card,P0029,8734714345585,1,18.67,0.15,PR0044,18.67,15.05,3.62
T007911,2025-12-15,S002,Dubai Hills Branch,C02847,Delivery,Apple Pay,P0039,3634957885686,1,8.46,0.0,,8.46,5.79,2.67
T007912,2025-11-21,S002,Dubai Hills Branch,C03866,Online,Apple Pay,P0208,3494466574378,1,16.12,0.0,,16.12,13.27,2.85
T007913,2025-12-11,S003,Al Barsha Branch,C01703,Online,Google Pay,P0215,835058300334,3,12.06,0.0,,36.18,24.57,11.61
T007914,2026-01-06,S004,Marina Branch,C01042,Online,Cash,P0198,6256527047743,6,14.21,0.0,,85.26,69.78,15.48
T007915,2025-11-07,S003,Al Barsha Branch,C00035,InStore,Cash,P0089,1530515220475,6,11.19,0.0,,67.14,44.94,22.2
T007916,2026-01-14,S001,JVC Branch,C00784,Online,Apple Pay,P0044,2812067974037,1,9.7,0.2,PR0034,9.7,7.63,2.07
T007917,2025-10-29,S004,Marina Branch,C00985,Delivery,Card,P0166,3712938700514,1,15.56,0.0,,15.56,11.62,3.94
T007918,2025-11-09,S002,Dubai Hills Branch,C02964,Delivery,Card,P0132,5183046990131,2,13.79,0.0,,27.58,17.9,9.68
T007919,2025-12-17,S002,Dubai Hills Branch,C03702,InStore,Card,P0216,2104478985628,4,17.56,0.0,,70.24,40.8,29.44
T007920,2025-11-16,S002,Dubai Hills Branch,C00474,Online,Apple Pay,P0119,49915478870,3,20.09,0.0,,60.27,50.07,10.2
T007921,2025-12-16,S001,JVC Branch,C01892,Delivery,Google Pay,P0089,1530515220475,4,11.19,0.0,,44.76,29.96,14.8
T007922,2025-10-27,S004,Marina Branch,C00207,InStore,Cash,P0076,2268388516065,1,17.95,0.0,,17.95,10.52,7.43
T007923,2026-01-01,S003,Al Barsha Branch,C00503,Delivery,Google Pay,P0054,7187026217452,1,16.68,0.0,,16.68,14.0,2.68
T007924,2026-01-07,S002,Dubai Hills Branch,C02553,InStore,Card,P0068,7661771159217,6,14.35,0.25,PR0031,86.1,78.9,7.2
T007925,2025-12-21,S003,Al Barsha Branch,C01169,InStore,Card,P0027,7693676320164,6,9.0,0.0,,54.0,45.66,8.34
T007926,2025-12-31,S004,Marina Branch,C03948,InStore,Cash,P0091,1798089324603,6,13.93,0.0,,83.58,61.98,21.6
T007927,2026-01-14,S003,Al Barsha Branch,C01438,Delivery,Cash,P0010,8346578713310,1,32.78,0.0,,32.78,23.22,9.56
T007928,2025-12-20,S001,JVC Branch,C03164,Online,Google Pay,P0047,4902787429677,4,11.46,0.0,,45.84,38.44,7.4
T007929,2025-10-29,S003,Al Barsha Branch,C03013,Delivery,Card,P0221,1143744701204,6,22.7,0.25,PR0029,136.2,108.0,28.2
T007930,2025-12-18,S002,Dubai Hills Branch,C02202,Online,Apple Pay,P0085,3221418880597,1,10.15,0.0,,10.15,6.62,3.53
T007931,2025-12-05,S003,Al Barsha Branch,C01310,InStore,Cash,P0195,2621815997064,5,14.31,0.0,,71.55,44.95,26.6
T007932,2026-01-05,S002,Dubai Hills Branch,C02929,Delivery,Apple Pay,P0213,8460223569722,5,14.1,0.25,PR0047,70.5,65.8,4.7
T007933,2025-12-26,S001,JVC Branch,C03896,Online,Apple Pay,P0166,3712938700514,3,14.0,0.1,PR0021,42.0,34.86,7.14
T007934,2025-12-14,S003,Al Barsha Branch,C00937,Online,Cash,P0288,5132719500528,1,13.23,0.2,PR0032,13.23,12.98,0.25
T007935,2025-10-23,S001,JVC Branch,C01646,InStore,Apple Pay,P0007,6697848018454,4,23.4,0.0,,93.6,73.72,19.88
T007936,2025-12-28,S003,Al Barsha Branch,C00955,InStore,Cash,P0219,9926189141178,4,9.09,0.2,PR0074,36.36,34.0,2.36
T007937,2025-11-05,S005,Deira Branch,C01917,Online,Google Pay,P0288,5132719500528,4,11.58,0.3,PR0062,46.32,51.92,-5.6
T007938,2026-01-02,S005,Deira Branch,C00002,Online,Cash,P0259,9818063565128,6,15.73,0.0,,94.38,52.08,42.3
T007939,2025-10-31,S003,Al Barsha Branch,C03362,Online,Cash,P0044,2812067974037,5,12.12,0.0,,60.6,38.15,22.45
T007940,2025-12-02,S005,Deira Branch,C03444,InStore,Cash,P0085,3221418880597,4,10.15,0.0,,40.6,26.48,14.12
T007941,2025-11-09,S005,Deira Branch,C03538,InStore,Cash,P0045,9361832421021,5,8.02,0.0,,40.1,22.9,17.2
T007942,2025-11-26,S004,Marina Branch,C01247,InStore,Apple Pay,P0174,4814917785075,1,75.14,0.0,,75.14,58.72,16.42
T007943,2025-11-16,S005,Deira Branch,C01318,InStore,Card,P0210,9652074466605,1,51.86,0.0,,51.86,30.86,21.0
T007944,2025-11-11,S004,Marina Branch,C03543,InStore,Google Pay,P0082,377889255464,1,26.11,0.15,PR0075,26.11,25.95,0.16
T007945,2025-10-29,S005,Deira Branch,C00492,Delivery,Google Pay,P0152,1254573875711,5,15.2,0.0,,76.0,48.55,27.45
T007946,2026-01-07,S003,Al Barsha Branch,C00893,Online,Apple Pay,P0205,2890233030701,4,8.31,0.0,,33.24,18.92,14.32
T007947,2025-12-31,S003,Al Barsha Branch,C02735,Delivery,Card,P0110,8523986800027,4,13.12,0.0,,52.48,35.08,17.4
T007948,2025-10-20,S002,Dubai Hills Branch,C03145,Delivery,Card,P0256,5799136621030,4,11.36,0.0,,45.44,33.48,11.96
T007949,2025-11-29,S003,Al Barsha Branch,C00986,InStore,Cash,P0227,1660880199486,1,27.73,0.0,,27.73,16.24,11.49
T007950,2025-11-30,S002,Dubai Hills Branch,C03183,Online,Apple Pay,P0018,4118244935340,5,10.52,0.3,PR0071,52.6,62.35,-9.75
T007951,2026-01-05,S004,Marina Branch,C00397,Delivery,Cash,P0180,2344565574315,2,29.66,0.15,PR0079,59.32,39.94,19.38
T007952,2025-12-22,S005,Deira Branch,C01189,Delivery,Card,P0062,9651370985933,3,12.62,0.0,,37.86,22.23,15.63
T007953,2026-01-02,S001,JVC Branch,C00671,Online,Google Pay,P0159,9788191485806,2,8.87,0.0,,17.74,12.62,5.12
T007954,2025-11-12,S005,Deira Branch,C00564,Delivery,Cash,P0288,5132719500528,3,12.4,0.25,PR0025,37.2,38.94,-1.74
T007955,2025-10-28,S005,Deira Branch,C01941,InStore,Google Pay,P0264,1465669380112,1,46.59,0.0,,46.59,28.97,17.62
T007956,2026-01-10,S004,Marina Branch,C00179,InStore,Cash,P0107,5953278774706,1,23.44,0.1,PR0037,23.44,21.08,2.36
T007957,2025-11-14,S004,Marina Branch,C01864,Online,Cash,P0076,2268388516065,4,15.26,0.15,PR0041,61.04,42.08,18.96
T007958,2026-01-05,S004,Marina Branch,C00024,InStore,Cash,P0061,4517123685169,5,9.67,0.15,PR0068,48.35,35.7,12.65
T007959,2025-10-18,S001,JVC Branch,C00370,InStore,Card,P0149,1672434266179,1,80.05,0.0,,80.05,66.67,13.38
T007960,2026-01-12,S001,JVC Branch,C03378,Delivery,Cash,P0032,9806990162725,6,24.46,0.05,PR0036,146.76,118.56,28.2
T007961,2025-10-18,S003,Al Barsha Branch,C00663,InStore,Apple Pay,P0155,4785969691556,1,13.43,0.1,PR0074,13.43,9.84,3.59
T007962,2025-10-26,S005,Deira Branch,C01092,Online,Card,P0001,8196001338906,5,12.82,0.2,PR0019,64.1,49.95,14.15
T007963,2026-01-15,S004,Marina Branch,C01321,Online,Cash,P0084,4865281685058,4,11.23,0.0,,44.92,26.44,18.48
T007964,2025-11-25,S005,Deira Branch,C03644,InStore,Apple Pay,P0056,5045562386921,4,18.65,0.0,,74.6,56.56,18.04
T007965,2025-11-11,S005,Deira Branch,C03867,Online,Google Pay,P0292,1022031731097,2,11.33,0.0,,22.66,16.82,5.84
T007966,2025-12-18,S003,Al Barsha Branch,C02579,Delivery,Cash,P0215,835058300334,1,12.06,0.0,,12.06,8.19,3.87
T007967,2025-12-21,S003,Al Barsha Branch,C02817,InStore,Card,P0091,1798089324603,4,13.93,0.0,,55.72,41.32,14.4
T007968,2025-10-18,S005,Deira Branch,C00913,Delivery,Card,P0027,7693676320164,5,9.0,0.0,,45.0,38.05,6.95
T007969,2025-11-30,S004,Marina Branch,C02602,Delivery,Google Pay,P0142,1631599965044,4,17.02,0.2,PR0069,68.08,59.56,8.52
T007970,2025-10-26,S005,Deira Branch,C01686,Delivery,Cash,P0055,5780913431614,2,19.31,0.0,,38.62,31.12,7.5
T007971,2025-12-29,S004,Marina Branch,C02985,Delivery,Google Pay,P0151,8993756798258,5,14.7,0.0,,73.5,42.6,30.9
T007972,2026-01-11,S004,Marina Branch,C02058,Delivery,Google Pay,P0249,2563942788163,1,24.98,0.0,,24.98,17.81,7.17
T007973,2025-12-01,S004,Marina Branch,C03241,Online,Google Pay,P0179,7024103865710,4,12.27,0.0,,49.08,30.0,19.08
T007974,2026-01-01,S003,Al Barsha Branch,C03906,Online,Google Pay,P0184,1510702966706,4,15.94,0.0,,63.76,52.32,11.44
T007975,2025-12-11,S004,Marina Branch,C00065,InStore,Google Pay,P0152,1254573875711,4,10.64,0.3,PR0065,42.56,38.84,3.72
T007976,2025-10-21,S003,Al Barsha Branch,C02149,InStore,Card,P0279,2820055778482,6,13.8,0.0,,82.8,63.84,18.96
T007977,2025-12-16,S002,Dubai Hills Branch,C00918,Delivery,Card,P0281,5478077406493,2,14.01,0.0,,28.02,15.5,12.52
T007978,2025-12-15,S003,Al Barsha Branch,C03796,Delivery,Card,P0141,9261429396858,3,14.58,0.0,,43.74,36.24,7.5
T007979,2025-12-19,S004,Marina Branch,C03343,Online,Google Pay,P0078,4535218188357,5,12.13,0.0,,60.65,44.05,16.6
T007980,2025-12-13,S001,JVC Branch,C02231,Online,Apple Pay,P0124,9822587139710,2,8.24,0.0,,16.48,13.16,3.32
T007981,2025-10-17,S004,Marina Branch,C01473,InStore,Cash,P0047,4902787429677,6,11.46,0.0,,68.76,57.66,11.1
T007982,2025-11-12,S004,Marina Branch,C02615,Online,Google Pay,P0184,1510702966706,2,14.35,0.1,PR0001,28.7,26.16,2.54
T007983,2025-12-30,S005,Deira Branch,C02081,Delivery,Cash,P0138,862118233981,2,12.03,0.0,,24.06,18.44,5.62
T007984,2026-01-11,S002,Dubai Hills Branch,C03346,Online,Apple Pay,P0030,1665876036691,2,12.16,0.0,,24.32,15.06,9.26
T007985,2025-12-06,S004,Marina Branch,C00226,Delivery,Card,P0050,932480861317,5,7.26,0.0,,36.3,24.75,11.55
T007986,2026-01-12,S004,Marina Branch,C02998,Delivery,Cash,P0130,9268705685668,1,11.29,0.0,,11.29,7.61,3.68
T007987,2025-10-18,S005,Deira Branch,C01417,Delivery,Apple Pay,P0266,9476973577909,4,6.09,0.3,PR0011,24.36,27.52,-3.16
T007988,2025-11-25,S002,Dubai Hills Branch,C02306,Online,Apple Pay,P0161,9584982544949,3,9.57,0.0,,28.71,22.56,6.15
T007989,2025-10-17,S004,Marina Branch,C03980,Online,Google Pay,P0201,2945116868541,1,75.58,0.0,,75.58,43.35,32.23
T007990,2025-11-01,S004,Marina Branch,C03091,InStore,Apple Pay,P0089,1530515220475,1,11.19,0.0,,11.19,7.49,3.7
T007991,2025-12-23,S005,Deira Branch,C02400,Online,Card,P0162,2325367294663,6,17.73,0.0,,106.38,87.84,18.54
T007992,2025-11-11,S003,Al Barsha Branch,C03226,Delivery,Cash,P0121,7530463745499,4,17.76,0.0,,71.04,53.32,17.72
T007993,2025-11-18,S005,Deira Branch,C00579,Delivery,Google Pay,P0193,5704331541007,1,14.51,0.0,,14.51,12.26,2.25
T007994,2025-11-08,S004,Marina Branch,C00672,Delivery,Google Pay,P0016,5435346247515,3,8.3,0.25,PR0049,24.9,24.42,0.48
T007995,2025-10-27,S001,JVC Branch,C03583,Online,Google Pay,P0135,4235369378545,6,9.27,0.05,PR0048,55.62,48.6,7.02
T007996,2025-10-24,S004,Marina Branch,C02539,InStore,Google Pay,P0077,6416052975168,1,13.88,0.0,,13.88,11.22,2.66
T007997,2025-12-15,S001,JVC Branch,C02345,Delivery,Card,P0085,3221418880597,1,8.63,0.15,PR0079,8.63,6.62,2.01
T007998,2025-12-16,S001,JVC Branch,C03549,Delivery,Cash,P0289,7306524077843,1,14.86,0.0,,14.86,9.21,5.65
T007999,2025-11-08,S002,Dubai Hills Branch,C02654,Online,Cash,P0047,4902787429677,1,8.6,0.25,PR0075,8.6,9.61,-1.01
T008000,2025-10-21,S003,Al Barsha Branch,C01577,InStore,Cash,P0080,4905814770056,2,6.72,0.0,,13.44,7.66,5.78
T008001,2025-11-16,S004,Marina Branch,C03733,InStore,Apple Pay,P0139,7933410166680,3,14.32,0.2,PR0033,42.96,42.33,0.63
T008002,2025-11-30,S004,Marina Branch,C00352,InStore,Card,P0259,9818063565128,3,15.73,0.0,,47.19,26.04,21.15
T008003,2025-11-29,S002,Dubai Hills Branch,C01700,Online,Cash,P0109,3584168784998,3,14.73,0.0,,44.19,29.16,15.03
T008004,2026-01-08,S003,Al Barsha Branch,C00097,Delivery,Card,P0220,6420873753003,4,13.86,0.0,,55.44,44.32,11.12
T008005,2025-11-11,S004,Marina Branch,C02929,Online,Google Pay,P0257,8811729806864,2,20.98,0.0,,41.96,25.32,16.64
T008006,2025-10-19,S003,Al Barsha Branch,C01207,Online,Card,P0079,9212779979956,1,13.9,0.0,,13.9,8.07,5.83
T008007,2025-11-08,S003,Al Barsha Branch,C01299,Delivery,Cash,P0104,1094396907844,1,50.36,0.0,,50.36,40.43,9.93
T008008,2025-12-28,S001,JVC Branch,C01629,Online,Google Pay,P0094,548687403450,1,50.54,0.15,PR0030,50.54,33.36,17.18
T008009,2025-12-06,S001,JVC Branch,C01750,Delivery,Google Pay,P0249,2563942788163,6,24.98,0.0,,149.88,106.86,43.02
T008010,2025-12-20,S004,Marina Branch,C00265,Online,Apple Pay,P0013,3178108013264,6,13.18,0.1,PR0034,79.08,52.02,27.06
T008011,2025-11-21,S002,Dubai Hills Branch,C01775,Online,Cash,P0079,9212779979956,3,13.9,0.0,,41.7,24.21,17.49
T008012,2025-11-13,S003,Al Barsha Branch,C00101,Delivery,Cash,P0200,8989921722333,1,18.17,0.0,,18.17,11.62,6.55
T008013,2025-11-11,S003,Al Barsha Branch,C03011,InStore,Apple Pay,P0160,4074517133953,1,34.12,0.0,,34.12,19.81,14.31
T008014,2025-12-04,S001,JVC Branch,C02462,Delivery,Apple Pay,P0117,833016571208,2,13.3,0.0,,26.6,19.54,7.06
T008015,2025-12-02,S004,Marina Branch,C00838,InStore,Google Pay,P0152,1254573875711,1,15.2,0.0,,15.2,9.71,5.49
T008016,2025-10-23,S001,JVC Branch,C02685,Delivery,Cash,P0050,932480861317,1,7.26,0.0,,7.26,4.95,2.31
T008017,2025-12-10,S002,Dubai Hills Branch,C00965,Delivery,Apple Pay,P0115,4375758441983,3,12.59,0.0,,37.77,27.09,10.68
T008018,2025-10-20,S004,Marina Branch,C00402,Delivery,Card,P0138,862118233981,6,12.03,0.0,,72.18,55.32,16.86
T008019,2025-12-02,S001,JVC Branch,C00390,Online,Card,P0273,7026728857446,1,20.23,0.0,,20.23,12.01,8.22
T008020,2025-12-28,S002,Dubai Hills Branch,C00621,Delivery,Card,P0067,8117758917831,6,13.13,0.0,,78.78,49.62,29.16
T008021,2025-11-02,S004,Marina Branch,C00902,InStore,Google Pay,P0261,2137213865893,1,19.6,0.0,,19.6,14.18,5.42
T008022,2025-12-18,S003,Al Barsha Branch,C00456,Delivery,Card,P0188,5223955905991,6,13.12,0.0,,78.72,56.88,21.84
T008023,2025-12-29,S003,Al Barsha Branch,C00011,InStore,Google Pay,P0007,6697848018454,6,17.55,0.25,PR0028,105.3,110.58,-5.28
T008024,2025-11-16,S002,Dubai Hills Branch,C00697,Online,Apple Pay,P0214,5007432927122,5,15.22,0.1,PR0080,76.1,58.85,17.25
T008025,2025-12-09,S001,JVC Branch,C02022,Online,Google Pay,P0009,4303911718221,4,11.42,0.0,,45.68,31.8,13.88
T008026,2026-01-12,S001,JVC Branch,C00033,Online,Cash,P0300,8925832067996,6,16.78,0.0,,100.68,57.0,43.68
T008027,2025-12-16,S001,JVC Branch,C03751,InStore,Card,P0262,2796114351906,2,13.19,0.0,,26.38,22.14,4.24
T008028,2026-01-15,S002,Dubai Hills Branch,C01020,Delivery,Card,P0077,6416052975168,3,13.88,0.0,,41.64,33.66,7.98
T008029,2025-11-12,S003,Al Barsha Branch,C01013,Online,Google Pay,P0066,4228421020537,1,21.64,0.0,,21.64,14.04,7.6
T008030,2025-12-25,S002,Dubai Hills Branch,C02943,Online,Apple Pay,P0100,4225831323708,4,12.4,0.0,,49.6,37.84,11.76
T008031,2025-11-20,S001,JVC Branch,C03731,Delivery,Cash,P0094,548687403450,1,59.46,0.0,,59.46,33.36,26.1
T008032,2025-11-18,S005,Deira Branch,C00369,Online,Card,P0098,7192856543107,1,11.8,0.2,PR0064,11.8,11.12,0.68
T008033,2026-01-10,S005,Deira Branch,C00710,InStore,Card,P0082,377889255464,1,30.72,0.0,,30.72,25.95,4.77
T008034,2025-11-22,S003,Al Barsha Branch,C03330,InStore,Google Pay,P0180,2344565574315,4,34.89,0.0,,139.56,79.88,59.68
T008035,2025-12-04,S002,Dubai Hills Branch,C00017,InStore,Google Pay,P0043,8677496499094,2,12.93,0.0,,25.86,15.14,10.72
T008036,2026-01-07,S003,Al Barsha Branch,C03936,Delivery,Google Pay,P0254,302992280928,1,38.91,0.0,,38.91,28.3,10.61
T008037,2025-11-04,S002,Dubai Hills Branch,C01034,InStore,Google Pay,P0242,6180919015815,6,11.64,0.1,PR0018,69.84,57.36,12.48
T008038,2025-12-13,S002,Dubai Hills Branch,C01609,Delivery,Cash,P0130,9268705685668,5,11.29,0.0,,56.45,38.05,18.4
T008039,2025-11-29,S002,Dubai Hills Branch,C03826,Delivery,Google Pay,P0255,9904137977239,3,6.72,0.15,PR0018,20.16,19.62,0.54
T008040,2025-11-21,S005,Deira Branch,C00031,Online,Apple Pay,P0063,471138267588,4,9.14,0.0,,36.56,27.24,9.32
T008041,2025-11-22,S004,Marina Branch,C01814,Online,Apple Pay,P0006,4969653287106,1,24.98,0.0,,24.98,14.79,10.19
T008042,2025-11-20,S002,Dubai Hills Branch,C02402,Online,Cash,P0180,2344565574315,3,29.66,0.15,PR0059,88.98,59.91,29.07
T008043,2026-01-13,S004,Marina Branch,C00724,Delivery,Card,P0124,9822587139710,3,7.0,0.15,PR0028,21.0,19.74,1.26
T008044,2025-11-20,S002,Dubai Hills Branch,C02715,Delivery,Card,P0161,9584982544949,3,9.57,0.0,,28.71,22.56,6.15
T008045,2025-12-03,S003,Al Barsha Branch,C02406,Online,Apple Pay,P0272,5647292931435,1,8.15,0.0,,8.15,5.52,2.63
T008046,2025-12-26,S001,JVC Branch,C01842,Online,Apple Pay,P0292,1022031731097,6,11.33,0.0,,67.98,50.46,17.52
T008047,2025-12-19,S003,Al Barsha Branch,C03213,InStore,Apple Pay,P0184,1510702966706,2,15.94,0.0,,31.88,26.16,5.72
T008048,2025-10-20,S004,Marina Branch,C01419,Delivery,Cash,P0225,5628900287724,4,11.41,0.0,,45.64,31.04,14.6
T008049,2026-01-15,S001,JVC Branch,C00767,InStore,Apple Pay,P0025,2994680443692,4,11.13,0.0,,44.52,31.88,12.64
T008050,2026-01-09,S002,Dubai Hills Branch,C00512,Online,Apple Pay,P0042,4711671902291,4,14.3,0.0,,57.2,39.0,18.2
T008051,2025-12-16,S005,Deira Branch,C01026,Delivery,Card,P0217,332309821506,2,10.27,0.0,,20.54,15.92,4.62
T008052,2025-10-31,S004,Marina Branch,C00024,Online,Google Pay,P0115,4375758441983,3,9.44,0.25,PR0031,28.32,27.09,1.23
T008053,2025-11-03,S005,Deira Branch,C02084,InStore,Cash,P0121,7530463745499,6,13.32,0.25,PR0007,79.92,79.98,-0.06
T008054,2026-01-07,S004,Marina Branch,C02433,Delivery,Card,P0079,9212779979956,5,13.9,0.0,,69.5,40.35,29.15
T008055,2025-10-21,S002,Dubai Hills Branch,C01460,InStore,Cash,P0176,3536541951800,5,17.98,0.0,,89.9,74.1,15.8
T008056,2026-01-07,S001,JVC Branch,C01122,InStore,Card,P0047,4902787429677,6,11.46,0.0,,68.76,57.66,11.1
T008057,2026-01-11,S003,Al Barsha Branch,C00867,InStore,Card,P0182,1356804420674,1,37.05,0.25,PR0011,37.05,30.36,6.69
T008058,2025-12-30,S004,Marina Branch,C03930,Delivery,Cash,P0045,9361832421021,2,8.02,0.0,,16.04,9.16,6.88
T008059,2025-11-26,S002,Dubai Hills Branch,C00694,Online,Card,P0018,4118244935340,1,10.52,0.3,PR0022,10.52,12.47,-1.95
T008060,2025-12-15,S003,Al Barsha Branch,C02338,Delivery,Card,P0087,7468862392405,5,18.55,0.0,,92.75,61.25,31.5
T008061,2026-01-03,S003,Al Barsha Branch,C02734,Online,Card,P0060,7095214562324,6,18.94,0.0,,113.64,93.3,20.34
T008062,2025-12-11,S002,Dubai Hills Branch,C00951,InStore,Card,P0267,3565880434163,1,48.01,0.0,,48.01,27.38,20.63
T008063,2025-10-23,S003,Al Barsha Branch,C01940,Delivery,Cash,P0017,8384251354276,5,6.61,0.3,PR0060,33.05,40.15,-7.1
T008064,2025-11-15,S001,JVC Branch,C00427,Online,Cash,P0046,4887719065942,4,10.47,0.0,,41.88,24.6,17.28
T008065,2025-10-23,S003,Al Barsha Branch,C00608,Online,Google Pay,P0155,4785969691556,4,14.92,0.0,,59.68,39.36,20.32
T008066,2025-12-20,S001,JVC Branch,C02303,Delivery,Apple Pay,P0131,3427086688262,1,39.0,0.0,,39.0,23.6,15.4
T008067,2025-11-06,S005,Deira Branch,C00205,Delivery,Apple Pay,P0014,6064746872349,1,13.88,0.0,,13.88,11.23,2.65
T008068,2025-12-01,S001,JVC Branch,C00575,Delivery,Google Pay,P0002,2654235116159,1,12.83,0.0,,12.83,8.79,4.04
T008069,2025-10-22,S004,Marina Branch,C02390,Delivery,Google Pay,P0297,433504888995,1,18.45,0.0,,18.45,13.45,5.0
